index,title,url
356,Count Ways to Distribute Candies,https://leetcode.com/problems/count-ways-to-distribute-candies
357,Checking Existence of Edge Length Limited Paths,https://leetcode.com/problems/checking-existence-of-edge-length-limited-paths
358,Minimum Adjacent Swaps for K Consecutive Ones,https://leetcode.com/problems/minimum-adjacent-swaps-for-k-consecutive-ones
359,Maximum XOR With an Element From Array,https://leetcode.com/problems/maximum-xor-with-an-element-from-array
360,Minimum Operations to Make a Subsequence,https://leetcode.com/problems/minimum-operations-to-make-a-subsequence
361,Sum Of Special Evenly-Spaced Elements In Array,https://leetcode.com/problems/sum-of-special-evenly-spaced-elements-in-array
362,Number Of Ways To Reconstruct A Tree,https://leetcode.com/problems/number-of-ways-to-reconstruct-a-tree
363,Find Minimum Time to Finish All Jobs,https://leetcode.com/problems/find-minimum-time-to-finish-all-jobs
364,Checking Existence of Edge Length Limited Paths II,https://leetcode.com/problems/checking-existence-of-edge-length-limited-paths-ii
365,Cat and Mouse II,https://leetcode.com/problems/cat-and-mouse-ii
366,Count Ways to Make Array With Product,https://leetcode.com/problems/count-ways-to-make-array-with-product
367,Building Boxes,https://leetcode.com/problems/building-boxes
368,Palindrome Partitioning IV,https://leetcode.com/problems/palindrome-partitioning-iv
369,Maximum Number of Events That Can Be Attended II,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended-ii
370,Closest Subsequence Sum,https://leetcode.com/problems/closest-subsequence-sum
371,Minimum Degree of a Connected Trio in a Graph,https://leetcode.com/problems/minimum-degree-of-a-connected-trio-in-a-graph
372,Tree of Coprimes,https://leetcode.com/problems/tree-of-coprimes
373,Find the Subtasks That Did Not Execute,https://leetcode.com/problems/find-the-subtasks-that-did-not-execute
374,Maximize Palindrome Length From Subsequences,https://leetcode.com/problems/maximize-palindrome-length-from-subsequences
375,Car Fleet II,https://leetcode.com/problems/car-fleet-ii
376,Count Pairs Of Nodes,https://leetcode.com/problems/count-pairs-of-nodes
377,Make the XOR of All Segments Equal to Zero,https://leetcode.com/problems/make-the-xor-of-all-segments-equal-to-zero
378,Maximize the Beauty of the Garden,https://leetcode.com/problems/maximize-the-beauty-of-the-garden
379,Maximum Score of a Good Subarray,https://leetcode.com/problems/maximum-score-of-a-good-subarray
380,Maximize Score After N Operations,https://leetcode.com/problems/maximize-score-after-n-operations
381,Count Pairs With XOR in a Range,https://leetcode.com/problems/count-pairs-with-xor-in-a-range
382,Maximize Number of Nice Divisors,https://leetcode.com/problems/maximize-number-of-nice-divisors
383,Maximum Number of Groups Getting Fresh Donuts,https://leetcode.com/problems/maximum-number-of-groups-getting-fresh-donuts
384,Number of Different Subsequences GCDs,https://leetcode.com/problems/number-of-different-subsequences-gcds
385,Finding MK Average,https://leetcode.com/problems/finding-mk-average
